"Row ID","Geography ID","Name","Variable Code","Variable","Value","Variable Unit","Date","Location"
"19087_2005_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$28,153","Dollars","12/31/2005","POINT (-91.547259 40.984802)"
"19087_2006_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$601,256","Thousands of dollars","12/31/2006","POINT (-91.547259 40.984802)"
"19087_2006_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$29,581","Dollars","12/31/2006","POINT (-91.547259 40.984802)"
"19087_2007_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$639,405","Thousands of dollars","12/31/2007","POINT (-91.547259 40.984802)"
"19087_2007_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$31,407","Dollars","12/31/2007","POINT (-91.547259 40.984802)"
"19087_2008_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$672,844","Thousands of dollars","12/31/2008","POINT (-91.547259 40.984802)"
"19087_2008_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$33,134","Dollars","12/31/2008","POINT (-91.547259 40.984802)"
"19087_2009_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$639,382","Thousands of dollars","12/31/2009","POINT (-91.547259 40.984802)"
"19087_2009_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$31,649","Dollars","12/31/2009","POINT (-91.547259 40.984802)"
"19087_2010_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$642,374","Thousands of dollars","12/31/2010","POINT (-91.547259 40.984802)"
"19087_2010_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$31,913","Dollars","12/31/2010","POINT (-91.547259 40.984802)"
"19087_2011_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$686,756","Thousands of dollars","12/31/2011","POINT (-91.547259 40.984802)"
"19087_2011_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$33,762","Dollars","12/31/2011","POINT (-91.547259 40.984802)"
"19087_2012_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$747,282","Thousands of dollars","12/31/2012","POINT (-91.547259 40.984802)"
"19087_2012_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$37,064","Dollars","12/31/2012","POINT (-91.547259 40.984802)"
"19087_2013_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$751,324","Thousands of dollars","12/31/2013","POINT (-91.547259 40.984802)"
"19087_2013_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$37,082","Dollars","12/31/2013","POINT (-91.547259 40.984802)"
"19087_2014_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$751,301","Thousands of dollars","12/31/2014","POINT (-91.547259 40.984802)"
"19087_2014_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$37,291","Dollars","12/31/2014","POINT (-91.547259 40.984802)"
"19087_2015_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$772,349","Thousands of dollars","12/31/2015","POINT (-91.547259 40.984802)"
"19087_2015_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$38,171","Dollars","12/31/2015","POINT (-91.547259 40.984802)"
"19087_2016_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$785,313","Thousands of dollars","12/31/2016","POINT (-91.547259 40.984802)"
"19087_2016_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$38,714","Dollars","12/31/2016","POINT (-91.547259 40.984802)"
"19087_2017_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$814,630","Thousands of dollars","12/31/2017","POINT (-91.547259 40.984802)"
"19087_2017_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$39,589","Dollars","12/31/2017","POINT (-91.547259 40.984802)"
"19087_2018_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$849,091","Thousands of dollars","12/31/2018","POINT (-91.547259 40.984802)"
"19087_2018_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$41,202","Dollars","12/31/2018","POINT (-91.547259 40.984802)"
"19087_2019_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$861,102","Thousands of dollars","12/31/2019","POINT (-91.547259 40.984802)"
"19087_2019_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$42,017","Dollars","12/31/2019","POINT (-91.547259 40.984802)"
"19087_2020_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$922,657","Thousands of dollars","12/31/2020","POINT (-91.547259 40.984802)"
"19087_2020_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$45,115","Dollars","12/31/2020","POINT (-91.547259 40.984802)"
"19087_2021_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$1,006,013","Thousands of dollars","12/31/2021","POINT (-91.547259 40.984802)"
"19087_2021_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$49,339","Dollars","12/31/2021","POINT (-91.547259 40.984802)"
"19087_2022_CAINC1-1_annual","19087","Henry","CAINC1-1","Personal income","$1,011,973","Thousands of dollars","12/31/2022","POINT (-91.547259 40.984802)"
"19087_2022_CAINC1-3_annual","19087","Henry","CAINC1-3","Per capita personal income","$50,108","Dollars","12/31/2022","POINT (-91.547259 40.984802)"
"19089_1997_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$218,765","Thousands of dollars","12/31/1997","POINT (-92.321908 43.365312)"
"19089_1997_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$21,951","Dollars","12/31/1997","POINT (-92.321908 43.365312)"
"19089_1998_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$229,977","Thousands of dollars","12/31/1998","POINT (-92.321908 43.365312)"
"19089_1998_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$23,000","Dollars","12/31/1998","POINT (-92.321908 43.365312)"
"19089_1999_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$230,558","Thousands of dollars","12/31/1999","POINT (-92.321908 43.365312)"
"19089_1999_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$23,172","Dollars","12/31/1999","POINT (-92.321908 43.365312)"
"19089_2000_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$245,222","Thousands of dollars","12/31/2000","POINT (-92.321908 43.365312)"
"19089_2000_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$24,685","Dollars","12/31/2000","POINT (-92.321908 43.365312)"
"19089_2001_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$237,573","Thousands of dollars","12/31/2001","POINT (-92.321908 43.365312)"
"19089_2001_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$23,978","Dollars","12/31/2001","POINT (-92.321908 43.365312)"
"19089_2002_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$253,278","Thousands of dollars","12/31/2002","POINT (-92.321908 43.365312)"
"19089_2002_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$25,687","Dollars","12/31/2002","POINT (-92.321908 43.365312)"
"19089_2003_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$251,539","Thousands of dollars","12/31/2003","POINT (-92.321908 43.365312)"
"19089_2003_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$25,646","Dollars","12/31/2003","POINT (-92.321908 43.365312)"
"19089_2004_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$279,876","Thousands of dollars","12/31/2004","POINT (-92.321908 43.365312)"
"19089_2004_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$28,582","Dollars","12/31/2004","POINT (-92.321908 43.365312)"
"19089_2005_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$293,143","Thousands of dollars","12/31/2005","POINT (-92.321908 43.365312)"
"19089_2005_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$30,035","Dollars","12/31/2005","POINT (-92.321908 43.365312)"
"19089_2006_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$289,670","Thousands of dollars","12/31/2006","POINT (-92.321908 43.365312)"
"19089_2006_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$29,974","Dollars","12/31/2006","POINT (-92.321908 43.365312)"
"19089_2007_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$321,978","Thousands of dollars","12/31/2007","POINT (-92.321908 43.365312)"
"19089_2007_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$33,414","Dollars","12/31/2007","POINT (-92.321908 43.365312)"
"19089_2008_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$334,045","Thousands of dollars","12/31/2008","POINT (-92.321908 43.365312)"
"19089_2008_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$34,706","Dollars","12/31/2008","POINT (-92.321908 43.365312)"
"19089_2009_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$315,135","Thousands of dollars","12/31/2009","POINT (-92.321908 43.365312)"
"19089_2009_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$32,936","Dollars","12/31/2009","POINT (-92.321908 43.365312)"
"19089_2010_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$354,236","Thousands of dollars","12/31/2010","POINT (-92.321908 43.365312)"
"19089_2010_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$36,988","Dollars","12/31/2010","POINT (-92.321908 43.365312)"
"19089_2011_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$402,178","Thousands of dollars","12/31/2011","POINT (-92.321908 43.365312)"
"19089_2011_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$41,946","Dollars","12/31/2011","POINT (-92.321908 43.365312)"
"19089_2012_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$422,175","Thousands of dollars","12/31/2012","POINT (-92.321908 43.365312)"
"19089_2012_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$43,881","Dollars","12/31/2012","POINT (-92.321908 43.365312)"
"19089_2013_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$456,547","Thousands of dollars","12/31/2013","POINT (-92.321908 43.365312)"
"19089_2013_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$47,831","Dollars","12/31/2013","POINT (-92.321908 43.365312)"
"19089_2014_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$422,780","Thousands of dollars","12/31/2014","POINT (-92.321908 43.365312)"
"19089_2014_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$44,555","Dollars","12/31/2014","POINT (-92.321908 43.365312)"
"19089_2015_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$426,253","Thousands of dollars","12/31/2015","POINT (-92.321908 43.365312)"
"19089_2015_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$44,940","Dollars","12/31/2015","POINT (-92.321908 43.365312)"
"19089_2016_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$404,152","Thousands of dollars","12/31/2016","POINT (-92.321908 43.365312)"
"19089_2016_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$42,749","Dollars","12/31/2016","POINT (-92.321908 43.365312)"
"19089_2017_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$413,229","Thousands of dollars","12/31/2017","POINT (-92.321908 43.365312)"
"19089_2017_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$43,686","Dollars","12/31/2017","POINT (-92.321908 43.365312)"
"19089_2018_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$444,471","Thousands of dollars","12/31/2018","POINT (-92.321908 43.365312)"
"19089_2018_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$47,084","Dollars","12/31/2018","POINT (-92.321908 43.365312)"
"19089_2019_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$436,270","Thousands of dollars","12/31/2019","POINT (-92.321908 43.365312)"
"19089_2019_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$46,264","Dollars","12/31/2019","POINT (-92.321908 43.365312)"
"19089_2020_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$467,510","Thousands of dollars","12/31/2020","POINT (-92.321908 43.365312)"
"19089_2020_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$49,253","Dollars","12/31/2020","POINT (-92.321908 43.365312)"
"19089_2021_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$568,831","Thousands of dollars","12/31/2021","POINT (-92.321908 43.365312)"
"19089_2021_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$59,877","Dollars","12/31/2021","POINT (-92.321908 43.365312)"
"19089_2022_CAINC1-1_annual","19089","Howard","CAINC1-1","Personal income","$602,024","Thousands of dollars","12/31/2022","POINT (-92.321908 43.365312)"
"19089_2022_CAINC1-3_annual","19089","Howard","CAINC1-3","Per capita personal income","$63,152","Dollars","12/31/2022","POINT (-92.321908 43.365312)"
"19091_1997_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$258,011","Thousands of dollars","12/31/1997","POINT (-94.202775 42.782221)"
"19091_1997_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$24,636","Dollars","12/31/1997","POINT (-94.202775 42.782221)"
"19091_1998_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$256,110","Thousands of dollars","12/31/1998","POINT (-94.202775 42.782221)"
"19091_1998_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$24,480","Dollars","12/31/1998","POINT (-94.202775 42.782221)"
"19091_1999_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$253,756","Thousands of dollars","12/31/1999","POINT (-94.202775 42.782221)"
"19091_1999_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$24,367","Dollars","12/31/1999","POINT (-94.202775 42.782221)"
"19091_2000_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$276,723","Thousands of dollars","12/31/2000","POINT (-94.202775 42.782221)"
"19091_2000_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$26,667","Dollars","12/31/2000","POINT (-94.202775 42.782221)"
"19091_2001_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$273,960","Thousands of dollars","12/31/2001","POINT (-94.202775 42.782221)"
"19091_2001_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$26,508","Dollars","12/31/2001","POINT (-94.202775 42.782221)"
"19091_2002_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$280,088","Thousands of dollars","12/31/2002","POINT (-94.202775 42.782221)"
"19091_2002_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$27,524","Dollars","12/31/2002","POINT (-94.202775 42.782221)"
"19091_2003_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$280,262","Thousands of dollars","12/31/2003","POINT (-94.202775 42.782221)"
"19091_2003_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$27,601","Dollars","12/31/2003","POINT (-94.202775 42.782221)"
"19091_2004_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$313,394","Thousands of dollars","12/31/2004","POINT (-94.202775 42.782221)"
"19091_2004_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$30,965","Dollars","12/31/2004","POINT (-94.202775 42.782221)"
"19091_2005_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$310,281","Thousands of dollars","12/31/2005","POINT (-94.202775 42.782221)"
"19091_2005_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$30,926","Dollars","12/31/2005","POINT (-94.202775 42.782221)"
"19091_2006_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$310,431","Thousands of dollars","12/31/2006","POINT (-94.202775 42.782221)"
"19091_2006_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$30,926","Dollars","12/31/2006","POINT (-94.202775 42.782221)"
"19091_2007_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$334,578","Thousands of dollars","12/31/2007","POINT (-94.202775 42.782221)"
"19091_2007_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$33,677","Dollars","12/31/2007","POINT (-94.202775 42.782221)"
"19091_2008_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$363,846","Thousands of dollars","12/31/2008","POINT (-94.202775 42.782221)"
"19091_2008_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$36,711","Dollars","12/31/2008","POINT (-94.202775 42.782221)"
"19091_2009_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$355,024","Thousands of dollars","12/31/2009","POINT (-94.202775 42.782221)"
"19091_2009_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$36,069","Dollars","12/31/2009","POINT (-94.202775 42.782221)"
"19091_2010_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$350,597","Thousands of dollars","12/31/2010","POINT (-94.202775 42.782221)"
"19091_2010_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$35,797","Dollars","12/31/2010","POINT (-94.202775 42.782221)"
"19091_2011_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$426,325","Thousands of dollars","12/31/2011","POINT (-94.202775 42.782221)"
"19091_2011_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$43,511","Dollars","12/31/2011","POINT (-94.202775 42.782221)"
"19091_2012_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$427,443","Thousands of dollars","12/31/2012","POINT (-94.202775 42.782221)"
"19091_2012_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$43,831","Dollars","12/31/2012","POINT (-94.202775 42.782221)"
"19091_2013_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$449,992","Thousands of dollars","12/31/2013","POINT (-94.202775 42.782221)"
"19091_2013_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$46,281","Dollars","12/31/2013","POINT (-94.202775 42.782221)"
"19091_2014_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$437,422","Thousands of dollars","12/31/2014","POINT (-94.202775 42.782221)"
"19091_2014_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$45,123","Dollars","12/31/2014","POINT (-94.202775 42.782221)"
"19091_2015_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$445,362","Thousands of dollars","12/31/2015","POINT (-94.202775 42.782221)"
"19091_2015_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$46,257","Dollars","12/31/2015","POINT (-94.202775 42.782221)"
"19091_2016_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$443,100","Thousands of dollars","12/31/2016","POINT (-94.202775 42.782221)"
"19091_2016_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$46,113","Dollars","12/31/2016","POINT (-94.202775 42.782221)"
"19091_2017_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$440,532","Thousands of dollars","12/31/2017","POINT (-94.202775 42.782221)"
"19091_2017_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$45,608","Dollars","12/31/2017","POINT (-94.202775 42.782221)"
"19091_2018_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$458,682","Thousands of dollars","12/31/2018","POINT (-94.202775 42.782221)"
"19091_2018_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$47,660","Dollars","12/31/2018","POINT (-94.202775 42.782221)"
"19091_2019_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$472,121","Thousands of dollars","12/31/2019","POINT (-94.202775 42.782221)"
"19091_2019_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$49,108","Dollars","12/31/2019","POINT (-94.202775 42.782221)"
"19091_2020_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$480,358","Thousands of dollars","12/31/2020","POINT (-94.202775 42.782221)"
"19091_2020_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$50,063","Dollars","12/31/2020","POINT (-94.202775 42.782221)"
"19091_2021_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$551,038","Thousands of dollars","12/31/2021","POINT (-94.202775 42.782221)"
"19091_2021_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$57,179","Dollars","12/31/2021","POINT (-94.202775 42.782221)"
"19091_2022_CAINC1-1_annual","19091","Humboldt","CAINC1-1","Personal income","$579,710","Thousands of dollars","12/31/2022","POINT (-94.202775 42.782221)"
"19091_2022_CAINC1-3_annual","19091","Humboldt","CAINC1-3","Per capita personal income","$60,563","Dollars","12/31/2022","POINT (-94.202775 42.782221)"
"19093_1997_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$184,535","Thousands of dollars","12/31/1997","POINT (-95.507421 42.39186)"
"19093_1997_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$22,998","Dollars","12/31/1997","POINT (-95.507421 42.39186)"
"19093_1998_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$185,171","Thousands of dollars","12/31/1998","POINT (-95.507421 42.39186)"
"19093_1998_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$23,357","Dollars","12/31/1998","POINT (-95.507421 42.39186)"
"19093_1999_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$189,313","Thousands of dollars","12/31/1999","POINT (-95.507421 42.39186)"
"19093_1999_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$23,921","Dollars","12/31/1999","POINT (-95.507421 42.39186)"
"19093_2000_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$200,183","Thousands of dollars","12/31/2000","POINT (-95.507421 42.39186)"
"19093_2000_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$25,651","Dollars","12/31/2000","POINT (-95.507421 42.39186)"
"19093_2001_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$212,001","Thousands of dollars","12/31/2001","POINT (-95.507421 42.39186)"
"19093_2001_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$27,518","Dollars","12/31/2001","POINT (-95.507421 42.39186)"
"19093_2002_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$211,634","Thousands of dollars","12/31/2002","POINT (-95.507421 42.39186)"
"19093_2002_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$27,715","Dollars","12/31/2002","POINT (-95.507421 42.39186)"
"19093_2003_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$219,862","Thousands of dollars","12/31/2003","POINT (-95.507421 42.39186)"
"19093_2003_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$29,040","Dollars","12/31/2003","POINT (-95.507421 42.39186)"
"19093_2004_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$251,579","Thousands of dollars","12/31/2004","POINT (-95.507421 42.39186)"
"19093_2004_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$33,737","Dollars","12/31/2004","POINT (-95.507421 42.39186)"
"19093_2005_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$249,460","Thousands of dollars","12/31/2005","POINT (-95.507421 42.39186)"
"19093_2005_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$33,853","Dollars","12/31/2005","POINT (-95.507421 42.39186)"
"19093_2006_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$254,685","Thousands of dollars","12/31/2006","POINT (-95.507421 42.39186)"
"19093_2006_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$35,144","Dollars","12/31/2006","POINT (-95.507421 42.39186)"
"19093_2007_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$288,517","Thousands of dollars","12/31/2007","POINT (-95.507421 42.39186)"
"19093_2007_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$39,917","Dollars","12/31/2007","POINT (-95.507421 42.39186)"
"19093_2008_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$319,522","Thousands of dollars","12/31/2008","POINT (-95.507421 42.39186)"
"19093_2008_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$44,286","Dollars","12/31/2008","POINT (-95.507421 42.39186)"
"19093_2009_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$277,961","Thousands of dollars","12/31/2009","POINT (-95.507421 42.39186)"
"19093_2009_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$39,205","Dollars","12/31/2009","POINT (-95.507421 42.39186)"
"19093_2010_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$285,437","Thousands of dollars","12/31/2010","POINT (-95.507421 42.39186)"
"19093_2010_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$40,367","Dollars","12/31/2010","POINT (-95.507421 42.39186)"
"19093_2011_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$316,191","Thousands of dollars","12/31/2011","POINT (-95.507421 42.39186)"
"19093_2011_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$44,736","Dollars","12/31/2011","POINT (-95.507421 42.39186)"
"19093_2012_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$321,963","Thousands of dollars","12/31/2012","POINT (-95.507421 42.39186)"
"19093_2012_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$45,443","Dollars","12/31/2012","POINT (-95.507421 42.39186)"
"19093_2013_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$309,331","Thousands of dollars","12/31/2013","POINT (-95.507421 42.39186)"
"19093_2013_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$43,366","Dollars","12/31/2013","POINT (-95.507421 42.39186)"
"19093_2014_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$301,496","Thousands of dollars","12/31/2014","POINT (-95.507421 42.39186)"
"19093_2014_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$42,790","Dollars","12/31/2014","POINT (-95.507421 42.39186)"
"19093_2015_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$315,757","Thousands of dollars","12/31/2015","POINT (-95.507421 42.39186)"
"19093_2015_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$44,731","Dollars","12/31/2015","POINT (-95.507421 42.39186)"
"19093_2016_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$322,025","Thousands of dollars","12/31/2016","POINT (-95.507421 42.39186)"
"19093_2016_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$45,542","Dollars","12/31/2016","POINT (-95.507421 42.39186)"
"19093_2017_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$324,058","Thousands of dollars","12/31/2017","POINT (-95.507421 42.39186)"
"19093_2017_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$46,360","Dollars","12/31/2017","POINT (-95.507421 42.39186)"
"19093_2018_CAINC1-1_annual","19093","Ida","CAINC1-1","Personal income","$343,276","Thousands of dollars","12/31/2018","POINT (-95.507421 42.39186)"
"19093_2018_CAINC1-3_annual","19093","Ida","CAINC1-3","Per capita personal income","$49,236","Dollars","12/31/2018","POINT (-95.507421 42.39186)"
